MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1001070019671,15.76,0.06,194.36416,-1.96789,53464.34037,0
1001070019671,16.13,0.07,194.36413,-1.96789,53464.34848,0
1001070019671,16.14,0.07,194.36419,-1.96790,53464.35654,0
1001070019671,16.30,0.28,194.36435,-1.96805,53706.53008,0
1001070019671,16.22,0.12,194.36395,-1.96773,53706.53460,0
1001070019671,16.11,0.07,194.36410,-1.96793,53706.53906,0
1001070019671,16.13,0.07,194.36411,-1.96781,53709.52144,0
1001070019671,16.16,0.07,194.36406,-1.96789,53709.53991,0
1001070019671,16.11,0.07,194.36400,-1.96789,53709.54913,0
1001070019671,16.07,0.07,194.36408,-1.96796,53732.49329,0
1001070019671,16.18,0.07,194.36406,-1.96787,53732.50190,0
1001070019671,16.14,0.07,194.36411,-1.96789,53732.51061,0
1001070019671,16.09,0.07,194.36410,-1.96789,53732.51932,0
1001070019671,16.12,0.07,194.36418,-1.96793,53498.21935,0
1001070019671,15.85,0.06,194.36419,-1.96790,53498.22579,0
1001070019671,16.13,0.07,194.36412,-1.96790,53498.23858,0
1001070019671,16.12,0.07,194.36409,-1.96795,53521.23042,0
1001070019671,16.12,0.07,194.36411,-1.96793,53521.23902,0
1001070019671,16.12,0.07,194.36410,-1.96788,53521.24761,0
1001070019671,16.13,0.07,194.36406,-1.96783,53521.25624,0
1001070019671,16.13,0.07,194.36409,-1.96786,53844.33923,0
1001070019671,16.21,0.07,194.36405,-1.96786,53844.34784,0
1001070019671,16.15,0.07,194.36405,-1.96790,53844.35644,0
1001070019671,16.15,0.07,194.36404,-1.96782,53844.36507,0
1001070019671,16.09,0.07,194.36408,-1.96788,54093.51394,0
1001070019671,15.76,0.06,194.36409,-1.96790,54093.51835,0
1001070019671,16.11,0.07,194.36406,-1.96782,54093.52275,0
1001070019671,16.09,0.07,194.36406,-1.96782,54093.52720,0
1001070019671,16.15,0.07,194.36409,-1.96794,53786.49802,0
1001070019671,16.11,0.07,194.36414,-1.96792,53786.50889,0
1001070019671,16.13,0.07,194.36409,-1.96788,53786.51422,0
1001070019671,16.15,0.07,194.36402,-1.96790,53758.49259,0
1001070019671,16.15,0.07,194.36412,-1.96793,53758.50099,0
1001070019671,16.09,0.07,194.36420,-1.96786,53758.50935,0
1001070019671,16.18,0.07,194.36421,-1.96788,53937.15415,0
1001070019671,16.17,0.07,194.36412,-1.96793,53937.15945,0
1001070019671,16.21,0.07,194.36414,-1.96788,53937.16475,0
1001070019671,16.19,0.07,194.36413,-1.96797,53937.17006,0
1001070019671,16.06,0.12,194.36392,-1.96821,53903.24656,0
1001070019671,16.14,0.13,194.36404,-1.96798,53903.24754,0
1001070019671,16.15,0.13,194.36405,-1.96798,53903.24853,0
1001070019671,16.03,0.12,194.36424,-1.96781,53903.24950,0
1001070019671,16.16,0.12,194.36401,-1.96789,53863.31962,0
