MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1007062016552,15.94,0.07,172.93107,-7.70566,53709.48762,0
1007062016552,15.92,0.07,172.93110,-7.70556,53709.49443,0
1007062016552,15.93,0.07,172.93106,-7.70569,53709.50126,0
1007062016552,15.86,0.07,172.93107,-7.70563,53709.50804,0
1007062016552,15.84,0.07,172.93111,-7.70563,53524.14760,0
1007062016552,15.92,0.07,172.93115,-7.70558,53524.15402,0
1007062016552,15.91,0.07,172.93113,-7.70570,53524.16043,0
1007062016552,15.87,0.07,172.93110,-7.70574,53524.16696,0
1007062016552,15.87,0.07,172.93108,-7.70572,53496.15393,0
1007062016552,15.75,0.06,172.93113,-7.70564,53496.16029,0
1007062016552,15.46,0.06,172.93114,-7.70573,53496.16666,0
1007062016552,15.45,0.06,172.93115,-7.70566,53496.17304,0
1007062016552,15.67,0.06,172.93108,-7.70566,53846.20873,0
1007062016552,15.51,0.06,172.93110,-7.70566,53846.21828,0
1007062016552,15.71,0.06,172.93112,-7.70566,53846.22705,0
1007062016552,15.87,0.07,172.93111,-7.70563,53846.23575,0
1007062016552,15.51,0.06,172.93111,-7.70565,53855.18355,0
1007062016552,15.60,0.06,172.93107,-7.70568,53855.18844,0
1007062016552,15.73,0.06,172.93108,-7.70567,53855.19338,0
1007062016552,15.79,0.07,172.93104,-7.70572,53855.19828,0
1007062016552,15.48,0.06,172.93109,-7.70565,54090.50644,0
1007062016552,15.76,0.06,172.93113,-7.70569,54090.51666,0
1007062016552,15.90,0.06,172.93106,-7.70568,54090.52689,0
1007062016552,15.90,0.06,172.93113,-7.70568,54090.53713,0
1007062016552,15.90,0.07,172.93107,-7.70567,53776.41792,0
1007062016552,15.59,0.06,172.93111,-7.70568,53776.42434,0
1007062016552,15.44,0.06,172.93110,-7.70564,53776.43078,0
1007062016552,15.65,0.06,172.93107,-7.70567,53776.43720,0
1007062016552,15.79,0.06,172.93107,-7.70569,53790.33050,0
1007062016552,15.91,0.07,172.93107,-7.70564,53790.33986,0
1007062016552,15.99,0.07,172.93106,-7.70564,53790.34906,0
1007062016552,15.93,0.07,172.93103,-7.70565,53790.35826,0
1007062016552,15.83,0.06,172.93113,-7.70573,53741.49886,0
1007062016552,15.51,0.06,172.93113,-7.70568,53741.50527,0
1007062016552,15.49,0.06,172.93109,-7.70567,53741.51165,0
1007062016552,15.64,0.06,172.93113,-7.70572,53741.51803,0
1007062016552,15.92,0.07,172.93111,-7.70567,53763.40816,0
1007062016552,15.60,0.06,172.93107,-7.70562,53763.41681,0
1007062016552,15.51,0.06,172.93114,-7.70563,53763.42547,0
1007062016552,15.71,0.06,172.93112,-7.70561,53763.43419,0
1007062016552,15.74,0.07,172.93104,-7.70563,53887.18847,0
1007062016552,15.94,0.07,172.93109,-7.70568,53887.19822,0
1007062016552,15.96,0.07,172.93106,-7.70560,53887.20797,0
1007062016552,15.95,0.07,172.93107,-7.70573,53887.21772,0
1007062016552,15.84,0.12,172.93105,-7.70586,53903.19750,0
1007062016552,15.94,0.12,172.93108,-7.70567,53903.19853,0
1007062016552,15.96,0.12,172.93095,-7.70580,53903.19953,0
1007062016552,15.83,0.12,172.93103,-7.70567,53903.20055,0
1007062016552,15.53,0.06,172.93124,-7.70557,53878.15767,0
1007062016552,15.75,0.07,172.93111,-7.70568,53878.16420,0
1007062016552,15.81,0.07,172.93108,-7.70560,53878.17072,0
1007062016552,15.90,0.07,172.93103,-7.70564,53878.17727,0
1007062016552,15.68,0.06,172.93104,-7.70569,54066.49162,0
1007062016552,15.84,0.06,172.93103,-7.70572,54066.50218,0
1007062016552,15.92,0.07,172.93106,-7.70565,54066.51179,0
1007062016552,15.94,0.07,172.93107,-7.70566,54066.52224,0
1007062016552,15.54,0.06,172.93108,-7.70571,54206.16878,0
1007062016552,15.67,0.06,172.93107,-7.70571,54206.17432,0
1007062016552,15.81,0.07,172.93105,-7.70570,54206.17984,0
1007062016552,15.85,0.07,172.93105,-7.70566,54206.18535,0
1007062016552,15.86,0.06,172.93103,-7.70566,54450.47549,0
1007062016552,15.87,0.06,172.93110,-7.70571,54450.48219,0
1007062016552,15.92,0.07,172.93108,-7.70571,54450.48889,0
1007062016552,15.87,0.06,172.93112,-7.70568,54450.49561,0
1007062016552,15.80,0.07,172.93111,-7.70570,54157.31047,0
1007062016552,15.93,0.07,172.93111,-7.70573,54157.31916,0
1007062016552,15.94,0.07,172.93111,-7.70568,54157.32787,0
1007062016552,15.94,0.07,172.93108,-7.70572,54157.33660,0
1007062016552,15.95,0.07,172.93106,-7.70572,54115.43523,0
1007062016552,15.90,0.06,172.93113,-7.70570,54115.44702,0
1007062016552,15.53,0.06,172.93114,-7.70567,54115.45884,0
1007062016552,15.65,0.06,172.93108,-7.70568,54115.47061,0
1007062016552,15.75,0.07,172.93111,-7.70566,54127.36926,0
1007062016552,15.90,0.07,172.93105,-7.70571,54127.37834,0
1007062016552,15.93,0.07,172.93108,-7.70563,54127.38745,0
1007062016552,15.98,0.07,172.93104,-7.70572,54127.39654,0
1007062016552,15.93,0.07,172.93105,-7.70569,54172.27239,0
1007062016552,15.92,0.07,172.93107,-7.70573,54172.27880,0
1007062016552,15.91,0.07,172.93101,-7.70568,54172.28521,0
1007062016552,15.57,0.06,172.93109,-7.70569,54172.29163,0
1007062016552,15.93,0.07,172.93100,-7.70571,54425.52188,0
1007062016552,15.94,0.07,172.93110,-7.70572,54425.52441,0
1007062016552,15.91,0.07,172.93106,-7.70567,54425.52696,0
1007062016552,15.93,0.07,172.93108,-7.70572,54425.52948,0
1007062016552,15.46,0.06,172.93110,-7.70566,54560.25731,0
1007062016552,15.68,0.06,172.93110,-7.70569,54560.26404,0
1007062016552,15.82,0.06,172.93108,-7.70572,54560.27075,0
1007062016552,15.86,0.06,172.93106,-7.70572,54560.27743,0
1007062016552,15.90,0.07,172.93109,-7.70571,54567.26707,0
1007062016552,15.87,0.06,172.93111,-7.70561,54567.27621,0
1007062016552,15.52,0.06,172.93111,-7.70573,54567.28532,0
1007062016552,15.54,0.06,172.93116,-7.70564,54567.29445,0
1007062016552,15.64,0.06,172.93113,-7.70560,54582.28355,0
1007062016552,15.46,0.06,172.93109,-7.70563,54582.29054,0
1007062016552,15.66,0.06,172.93112,-7.70572,54582.29751,0
