MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1009013039636,16.96,0.08,34.31606,-9.05458,53710.15901,0
1009013039636,16.98,0.08,34.31598,-9.05458,53710.16490,0
1009013039636,16.96,0.08,34.31612,-9.05458,53710.17081,0
1009013039636,16.98,0.08,34.31599,-9.05452,53710.17670,0
1009013039636,16.97,0.08,34.31605,-9.05455,53677.28595,0
1009013039636,16.94,0.08,34.31607,-9.05452,53677.29235,0
1009013039636,16.99,0.08,34.31598,-9.05457,53677.29877,0
1009013039636,17.01,0.08,34.31602,-9.05453,53677.30517,0
1009013039636,16.94,0.08,34.31603,-9.05450,53704.27195,0
1009013039636,17.01,0.08,34.31610,-9.05438,53704.28052,0
1009013039636,16.90,0.08,34.31601,-9.05456,53704.28910,0
1009013039636,16.94,0.08,34.31596,-9.05457,53704.29768,0
1009013039636,16.94,0.09,34.31613,-9.05454,53651.34570,0
1009013039636,17.03,0.09,34.31598,-9.05450,53651.35212,0
1009013039636,17.07,0.09,34.31595,-9.05450,53651.35852,0
1009013039636,17.01,0.09,34.31594,-9.05460,53651.36494,0
1009013039636,17.01,0.08,34.31609,-9.05456,53667.31231,0
1009013039636,17.00,0.08,34.31605,-9.05454,53667.32085,0
1009013039636,16.97,0.08,34.31597,-9.05464,53667.32953,0
1009013039636,16.97,0.08,34.31609,-9.05455,53667.33840,0
1009013039636,16.96,0.09,34.31606,-9.05452,53626.33161,0
1009013039636,16.90,0.08,34.31600,-9.05454,53626.33975,0
1009013039636,16.99,0.09,34.31605,-9.05454,53626.34791,0
1009013039636,17.01,0.09,34.31608,-9.05447,53626.35602,0
1009013039636,16.94,0.09,34.31596,-9.05457,54085.11053,0
1009013039636,17.01,0.09,34.31596,-9.05455,54085.11830,0
1009013039636,16.88,0.08,34.31609,-9.05467,54085.12609,0
1009013039636,16.99,0.09,34.31597,-9.05451,54085.13388,0
1009013039636,16.94,0.08,34.31601,-9.05447,54091.15259,0
1009013039636,17.03,0.08,34.31598,-9.05455,54091.16142,0
1009013039636,17.07,0.08,34.31600,-9.05458,54091.16952,0
1009013039636,17.01,0.08,34.31594,-9.05461,54091.17761,0
1009013039636,16.96,0.08,34.31609,-9.05457,53767.10485,0
1009013039636,16.95,0.08,34.31618,-9.05464,53767.10966,0
1009013039636,16.99,0.08,34.31608,-9.05456,53767.11447,0
1009013039636,16.99,0.08,34.31609,-9.05450,53767.11930,0
1009013039636,16.91,0.08,34.31601,-9.05456,53742.12446,0
1009013039636,17.08,0.08,34.31598,-9.05453,53742.13293,0
1009013039636,16.98,0.08,34.31597,-9.05449,53742.14141,0
1009013039636,16.96,0.08,34.31601,-9.05452,53742.14989,0
1009013039636,16.94,0.08,34.31605,-9.05457,54056.27287,0
1009013039636,17.00,0.08,34.31595,-9.05449,54056.27931,0
1009013039636,16.90,0.08,34.31597,-9.05459,54056.28572,0
1009013039636,16.89,0.08,34.31599,-9.05459,54056.29217,0
1009013039636,16.97,0.08,34.31607,-9.05455,54062.26011,0
1009013039636,17.01,0.08,34.31603,-9.05451,54062.26802,0
1009013039636,16.99,0.08,34.31602,-9.05451,54062.27588,0
1009013039636,17.05,0.08,34.31607,-9.05449,54062.28379,0
1009013039636,16.97,0.08,34.31603,-9.05450,54012.34341,0
1009013039636,16.96,0.08,34.31606,-9.05457,54012.34872,0
1009013039636,16.97,0.08,34.31597,-9.05444,54012.35406,0
1009013039636,16.93,0.08,34.31601,-9.05458,54012.35948,0
1009013039636,16.93,0.08,34.31604,-9.05453,54029.30616,0
1009013039636,16.82,0.08,34.31601,-9.05450,54029.31695,0
1009013039636,16.99,0.08,34.31606,-9.05452,54029.32779,0
1009013039636,16.95,0.08,34.31605,-9.05460,54029.33857,0
1009013039636,16.94,0.08,34.31604,-9.05453,54039.26299,0
1009013039636,16.98,0.08,34.31605,-9.05456,54039.26952,0
1009013039636,16.92,0.08,34.31595,-9.05463,54039.27605,0
1009013039636,16.94,0.08,34.31608,-9.05455,54039.28260,0
1009013039636,16.99,0.08,34.31604,-9.05457,54003.41792,0
1009013039636,16.94,0.08,34.31603,-9.05455,54003.42745,0
1009013039636,16.98,0.08,34.31604,-9.05457,54003.43701,0
1009013039636,16.92,0.08,34.31608,-9.05455,54003.44659,0
1009013039636,16.95,0.08,34.31604,-9.05454,54406.26767,0
1009013039636,16.96,0.08,34.31599,-9.05458,54406.27416,0
1009013039636,16.97,0.08,34.31595,-9.05458,54406.28066,0
1009013039636,17.02,0.08,34.31600,-9.05451,54406.28717,0
1009013039636,17.00,0.08,34.31604,-9.05459,54415.23690,0
1009013039636,16.97,0.08,34.31600,-9.05459,54415.24451,0
1009013039636,17.01,0.08,34.31599,-9.05453,54415.25210,0
1009013039636,16.94,0.08,34.31603,-9.05457,54415.25976,0
1009013039636,16.97,0.08,34.31607,-9.05456,54422.29750,0
1009013039636,16.96,0.08,34.31606,-9.05446,54422.30607,0
1009013039636,16.90,0.08,34.31613,-9.05453,54422.31465,0
1009013039636,16.94,0.08,34.31604,-9.05456,54422.32329,0
1009013039636,17.00,0.08,34.31601,-9.05450,54384.30712,0
1009013039636,17.08,0.08,34.31596,-9.05448,54384.31418,0
1009013039636,17.02,0.08,34.31602,-9.05451,54384.32126,0
1009013039636,17.05,0.08,34.31599,-9.05451,54384.32833,0
1009013039636,16.97,0.08,34.31603,-9.05449,54388.31839,0
1009013039636,16.96,0.08,34.31602,-9.05446,54388.32643,0
1009013039636,16.96,0.08,34.31606,-9.05446,54388.33452,0
1009013039636,16.99,0.08,34.31604,-9.05447,54388.34258,0
1009013039636,17.00,0.08,34.31597,-9.05453,54357.40448,0
1009013039636,16.91,0.08,34.31600,-9.05447,54357.41352,0
1009013039636,17.04,0.08,34.31600,-9.05449,54357.42257,0
1009013039636,16.99,0.08,34.31606,-9.05458,54357.43165,0
1009013039636,16.93,0.08,34.31594,-9.05449,54802.20871,0
1009013039636,16.97,0.08,34.31600,-9.05442,54802.21481,0
1009013039636,16.98,0.08,34.31600,-9.05446,54802.22089,0
1009013039636,16.98,0.08,34.31597,-9.05447,54802.22686,0
1009013039636,17.02,0.08,34.31599,-9.05446,54831.19083,0
1009013039636,16.99,0.08,34.31594,-9.05451,54831.19861,0
1009013039636,17.03,0.08,34.31595,-9.05452,54831.20636,0
1009013039636,16.90,0.08,34.31604,-9.05463,54831.21432,0
1009013039636,17.02,0.08,34.31603,-9.05449,54505.10488,0
1009013039636,17.00,0.08,34.31606,-9.05458,54505.11098,0
1009013039636,17.02,0.08,34.31602,-9.05455,54505.11702,0
1009013039636,16.96,0.08,34.31607,-9.05468,54505.12308,0
1009013039636,17.03,0.08,34.31597,-9.05441,54468.08756,0
1009013039636,16.98,0.08,34.31603,-9.05445,54468.09354,0
1009013039636,16.98,0.08,34.31606,-9.05466,54468.09952,0
1009013039636,17.00,0.08,34.31608,-9.05457,54468.10554,0
1009013039636,16.86,0.08,34.31600,-9.05469,54478.09141,0
1009013039636,17.01,0.09,34.31589,-9.05454,54478.09572,0
1009013039636,16.83,0.08,34.31599,-9.05451,54478.09998,0
1009013039636,16.99,0.09,34.31601,-9.05462,54478.10426,0
1009013039636,16.97,0.08,34.31590,-9.05445,54772.30664,0
1009013039636,17.01,0.08,34.31602,-9.05444,54772.31151,0
1009013039636,16.98,0.08,34.31599,-9.05453,54772.31632,0
1009013039636,16.96,0.08,34.31606,-9.05456,54772.32106,0
1009013039636,17.00,0.08,34.31606,-9.05455,54790.25091,0
1009013039636,17.01,0.08,34.31601,-9.05447,54790.25876,0
1009013039636,17.00,0.08,34.31595,-9.05456,54790.26660,0
1009013039636,16.97,0.08,34.31603,-9.05459,54790.27455,0
1009013039636,16.98,0.08,34.31607,-9.05454,54743.43234,0
1009013039636,16.89,0.08,34.31611,-9.05467,54743.43849,0
1009013039636,17.11,0.09,34.31613,-9.05448,54743.44467,0
1009013039636,16.95,0.08,34.31610,-9.05459,54743.45275,0
1009013039636,17.01,0.08,34.31597,-9.05442,54748.32121,0
1009013039636,16.96,0.08,34.31609,-9.05450,54748.33070,0
1009013039636,16.96,0.08,34.31605,-9.05456,54748.34039,0
1009013039636,16.95,0.08,34.31610,-9.05456,54748.34999,0
