# Time(s)  Normalized_Flux
1340.000000 1.003336
1350.000000 0.977539
1360.000000 0.989025
1370.000000 0.992574
1380.000000 0.991164
1390.000000 0.999007
1400.000000 0.992744
1410.000000 1.020467
1420.000000 1.025923
1430.000000 1.032726
1440.000000 1.030521
1450.000000 1.043698
1460.000000 1.042089
1470.000000 1.040725
1480.000000 1.054130
1490.000000 1.037368
1500.000000 1.042871
1510.000000 1.043116
1520.000000 1.030982
1530.000000 1.060909
1540.000000 1.024613
1550.000000 1.026158
1560.000000 1.023420
1570.000000 1.035328
1580.000000 1.050908
1590.000000 1.038177
1600.000000 1.022908
1610.000000 1.052044
1620.000000 1.040886
1630.000000 1.032106
1640.000000 1.039736
1650.000000 1.023420
1660.000000 1.030821
1670.000000 1.022752
1680.000000 1.030295
1690.000000 1.029241
1700.000000 1.021937
1710.000000 1.004188
1720.000000 1.006719
1730.000000 1.011940
1740.000000 0.985693
1750.000000 0.993703
1760.000000 0.977061
1770.000000 0.984025
1780.000000 0.978557
1790.000000 0.958137
1800.000000 0.961460
1810.000000 0.979844
1820.000000 0.967048
1830.000000 0.952179
1840.000000 0.957994
1850.000000 0.965909
1860.000000 0.953251
1870.000000 0.943777
1880.000000 0.955307
1890.000000 0.941515
1900.000000 0.954215
1910.000000 0.958587
1920.000000 0.943992
1930.000000 0.957931
1940.000000 0.949759
1950.000000 0.960989
1960.000000 0.958980
1970.000000 0.948228
1980.000000 0.945116
1990.000000 0.945857
2000.000000 0.964951
2010.000000 0.959572
2020.000000 0.973909
2030.000000 0.977850
2040.000000 0.971633
2050.000000 0.985119
2060.000000 0.984255
2070.000000 1.007229
2080.000000 1.020089
2090.000000 1.020350
2100.000000 1.056139
2110.000000 1.086922
2120.000000 1.095238
2200.000000 1.097118
2210.000000 1.086795
2220.000000 1.095089
2230.000000 1.090770
2240.000000 1.075660
2250.000000 1.060990
2260.000000 1.045587
2270.000000 1.048860
2280.000000 1.028040
2290.000000 1.025462
2300.000000 1.016944
2310.000000 1.020906
2320.000000 1.009464
2330.000000 0.998395
2340.000000 0.991744
2350.000000 0.989087
2360.000000 0.995877
2370.000000 0.999498
2380.000000 0.990515
2390.000000 0.986757
2400.000000 0.958633
2410.000000 0.963004
2420.000000 0.981200
2430.000000 0.964119
2440.000000 0.966185
2450.000000 0.980541
2460.000000 0.965354
2470.000000 0.969994
2480.000000 0.963578
2490.000000 0.976173
2500.000000 0.966731
2510.000000 0.959273
2520.000000 0.971131
2530.000000 0.974489
2540.000000 0.971829
2550.000000 0.978965
2560.000000 0.979047
2570.000000 0.971658
2580.000000 0.970133
2590.000000 0.967327
2600.000000 0.988528
2610.000000 0.971463
2620.000000 0.981887
2630.000000 0.971153
2640.000000 0.979927
2650.000000 0.965081
2660.000000 0.976632
2670.000000 0.961199
2680.000000 0.956734
2690.000000 0.945957
2700.000000 0.965345
2710.000000 0.982408
2720.000000 0.968757
2730.000000 0.949183
2740.000000 0.972291
2750.000000 0.983702
2760.000000 0.987395
2770.000000 0.991308
2780.000000 0.996747
2790.000000 1.015554
2800.000000 1.034923
2810.000000 1.020749
2820.000000 1.030921
2830.000000 1.053904
2840.000000 1.052646
2850.000000 1.056149
2860.000000 1.036029
2870.000000 1.052023
2880.000000 1.035145
2890.000000 1.039736
2900.000000 1.042848
2910.000000 1.035250
2920.000000 1.046794
2930.000000 1.020817
2940.000000 1.027797
2950.000000 1.042251
2960.000000 1.046162
2970.000000 1.070415
2980.000000 1.050739
2990.000000 1.039092
3000.000000 1.048464
3010.000000 1.051900
3020.000000 1.036548
3030.000000 1.026941
3040.000000 1.008001
3050.000000 1.012954
3060.000000 1.009944
3070.000000 0.997291
3080.000000 0.991939
3090.000000 0.971316
3100.000000 0.996282
3110.000000 1.006096
3120.000000 0.983893
3130.000000 0.987931
3140.000000 0.975450
3150.000000 0.965422
3160.000000 0.977885
3170.000000 0.980579
3180.000000 0.972269
3190.000000 0.972475
3200.000000 0.963325
3210.000000 0.984715
3220.000000 0.970010
3230.000000 0.957469
3240.000000 0.955682
3250.000000 0.964685
3260.000000 0.952862
3270.000000 0.954217
3280.000000 0.980214
3290.000000 0.964268
3300.000000 0.962367
3310.000000 0.963698
3320.000000 0.959419
3330.000000 0.957865
3340.000000 0.957615
3350.000000 0.959824
3360.000000 0.953977
3370.000000 0.958495
3380.000000 0.947582
3390.000000 0.960655
3400.000000 0.957876
3410.000000 0.968431
3420.000000 0.982625
3430.000000 0.993609
3440.000000 1.010221
3450.000000 1.027446
3460.000000 1.038713
3470.000000 1.071693
3480.000000 1.086640
3490.000000 1.098354
3580.000000 1.097274
3590.000000 1.094609
3600.000000 1.083495
3610.000000 1.073495
3620.000000 1.058942
3630.000000 1.029577
3640.000000 1.048366
3650.000000 1.020682
3660.000000 1.022055
3670.000000 1.012309
3680.000000 1.003223
3690.000000 1.004359
3700.000000 0.987469
3710.000000 1.000981
3720.000000 0.990401
3730.000000 0.995038
3740.000000 0.974963
3750.000000 0.983291
3760.000000 0.990075
3770.000000 0.968698
3780.000000 0.974538
3790.000000 0.973777
3800.000000 0.971426
3810.000000 0.967712
3820.000000 0.961825
3830.000000 0.962058
3840.000000 0.981465
3850.000000 0.969846
3860.000000 0.981123
3870.000000 0.991310
3880.000000 0.989066
3890.000000 0.995125
3900.000000 0.996712
3910.000000 0.984295
3920.000000 0.989950
3930.000000 0.990450
3940.000000 0.983298
3950.000000 0.988136
3960.000000 0.995235
3970.000000 0.981689
3980.000000 0.967248
3990.000000 0.985717
4000.000000 0.966455
4010.000000 0.983261
4020.000000 0.976852
4030.000000 0.973435
4040.000000 0.960533
4050.000000 0.964952
4060.000000 0.961165
4070.000000 0.966341
4080.000000 0.967628
4090.000000 0.965709
4100.000000 0.966998
4110.000000 0.965004
4120.000000 0.965047
4130.000000 0.979207
4140.000000 0.973234
4150.000000 0.986302
4160.000000 0.971456
4170.000000 0.984261
4180.000000 0.987331
4190.000000 0.998330
4200.000000 1.019373
4210.000000 1.035430
4220.000000 1.042946
4230.000000 1.044290
4240.000000 1.062563
4250.000000 1.073467
4260.000000 1.092487
4270.000000 1.100886
4290.000000 1.087395
4300.000000 1.080370
4310.000000 1.075320
4320.000000 1.073076
4330.000000 1.062468
4340.000000 1.051469
4350.000000 1.030966
4360.000000 1.039328
4370.000000 1.028850
4380.000000 1.028227
4390.000000 0.993039
4400.000000 0.997610
4410.000000 1.000153
4420.000000 1.000022
4430.000000 0.998330
4440.000000 1.006806
4450.000000 1.000339
4460.000000 0.990025
4470.000000 1.002109
4480.000000 1.011949
4490.000000 1.012996
4500.000000 1.012953
4510.000000 1.016778
4520.000000 0.996450
4530.000000 0.995251
4540.000000 0.988946
4550.000000 0.991092
4560.000000 0.965085
4570.000000 0.975674
4580.000000 0.973833
4590.000000 0.955624
4600.000000 0.964207
4610.000000 0.964073
4620.000000 0.957774
4630.000000 0.966639
4640.000000 0.957523
4650.000000 0.964278
4660.000000 0.965269
4670.000000 0.965164
4680.000000 0.947208
4690.000000 0.965774
4700.000000 0.960021
4710.000000 0.951261
4720.000000 0.957950
4730.000000 0.958105
4740.000000 0.971062
4750.000000 0.965911
4760.000000 0.964277
4770.000000 0.954365
4780.000000 0.961743
4790.000000 0.962816
4800.000000 0.968786
4810.000000 0.968440
4820.000000 0.959740
4830.000000 0.976384
4840.000000 0.968365
4850.000000 0.972577
4860.000000 0.972916
4870.000000 0.991002
4880.000000 1.007409
4890.000000 1.037075
4900.000000 1.033707
4910.000000 1.061493
4920.000000 1.074109
4930.000000 1.078767
4940.000000 1.070672
4950.000000 1.078296
4960.000000 1.074772
4970.000000 1.070422
4980.000000 1.057979
4990.000000 1.057638
5000.000000 1.053670
5010.000000 1.036658
5020.000000 1.041374
5030.000000 1.026513
5040.000000 1.021045
5050.000000 1.026410
5060.000000 1.016730
5070.000000 1.006912
5080.000000 0.995377
5090.000000 1.014975
5100.000000 1.010772
5110.000000 0.990037
5120.000000 0.999944
5130.000000 0.990468
5140.000000 0.994328
5150.000000 0.967314
5160.000000 0.980389
5170.000000 0.986453
5180.000000 0.982338
5190.000000 0.971912
5200.000000 0.976364
5210.000000 0.975091
5220.000000 0.985306
5230.000000 0.975428
5240.000000 0.963925
5250.000000 0.982347
5260.000000 0.962741
5270.000000 0.976132
5280.000000 0.986472
5290.000000 0.972812
5300.000000 0.970545
5310.000000 0.981660
5320.000000 0.991770
5330.000000 0.980360
5340.000000 1.000210
5350.000000 0.984747
5360.000000 0.990455
5370.000000 0.994603
5380.000000 0.988114
5390.000000 0.980751
5400.000000 0.996780
5410.000000 0.999731
5420.000000 0.996981
5430.000000 1.005847
5440.000000 0.993392
5450.000000 1.005376
5460.000000 1.002182
5470.000000 1.003818
5480.000000 1.022776
5490.000000 1.016785
5500.000000 1.013527
5510.000000 1.008341
5520.000000 1.010114
5530.000000 1.021176
5540.000000 1.028346
5550.000000 1.021611
5560.000000 1.057427
5570.000000 1.035273
5580.000000 1.053516
5590.000000 1.058260
5600.000000 1.058108
5610.000000 1.047809
5620.000000 1.048392
5630.000000 1.049136
5640.000000 1.049835
5650.000000 1.044631
5660.000000 1.036368
5670.000000 1.035826
5680.000000 1.025629
5690.000000 1.029939
5700.000000 1.023606
5710.000000 1.024360
5720.000000 1.016700
5730.000000 1.008046
5740.000000 1.010308
5750.000000 1.005711
5760.000000 1.019008
