label,include,freq,fixfreq,freqerr,amp,fixamp,amperr,phase,brute,fixphase,phaseerr
f0,True,1487.8637998400525,False,0.46441899146391374,2.7207873073225675,False,0.048618134788736174,0.9357367872562214,False,False,0.00288099999459453
f1,True,1392.1780015201216,False,0.6823778662064236,1.865455979458677,False,0.048226059862112765,0.1674866502910053,False,False,0.004234415633608411
f2,True,2192.2426548281064,False,0.7527410269672586,1.64619557249846,False,0.048564377652853326,0.4611404700428636,False,False,0.004701798575524222
f3,True,2876.420788974754,False,1.540543038570065,0.8530144763617893,False,0.050063141593387706,0.9759375750399251,False,False,0.009114981469641943
f4,True,2320.699070994392,False,1.5359483863159,0.807816058519683,False,0.04846574864655787,0.37173004233094176,False,False,0.009593011517194118
f6,True,2954.899686432521,False,2.0882771311069543,0.6342841087920637,False,0.04992440057976027,0.7034009099187841,False,False,0.012343943208540502
