MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1007021040454,16.33,0.07,59.21512,-6.52815,53710.27259,0
1007021040454,16.31,0.07,59.21514,-6.52813,53710.27969,0
1007021040454,16.34,0.07,59.21516,-6.52812,53710.28675,0
1007021040454,16.33,0.07,59.21513,-6.52814,53710.29388,0
1007021040454,16.30,0.07,59.21512,-6.52815,53729.25823,0
1007021040454,16.29,0.07,59.21513,-6.52815,53729.26623,0
1007021040454,16.32,0.07,59.21516,-6.52814,53729.27424,0
1007021040454,16.29,0.07,59.21513,-6.52809,53729.28228,0
1007021040454,16.31,0.07,59.21511,-6.52814,53680.30888,0
1007021040454,16.28,0.07,59.21512,-6.52806,53680.31691,0
1007021040454,16.30,0.07,59.21514,-6.52809,53680.32503,0
1007021040454,16.34,0.07,59.21513,-6.52811,53680.33310,0
1007021040454,16.31,0.07,59.21518,-6.52816,53704.30988,0
1007021040454,16.29,0.07,59.21518,-6.52810,53704.31919,0
1007021040454,16.33,0.07,59.21515,-6.52815,53704.32862,0
1007021040454,16.28,0.07,59.21510,-6.52822,53704.33803,0
1007021040454,16.31,0.07,59.21511,-6.52815,53651.39645,0
1007021040454,16.57,0.08,59.21502,-6.52811,53651.40349,0
1007021040454,16.26,0.07,59.21516,-6.52815,53651.41044,0
1007021040454,16.26,0.07,59.21514,-6.52806,53651.41735,0
1007021040454,16.33,0.07,59.21515,-6.52817,53667.44142,0
1007021040454,16.29,0.07,59.21513,-6.52816,53667.45008,0
1007021040454,16.29,0.07,59.21512,-6.52809,53667.45868,0
1007021040454,16.31,0.07,59.21513,-6.52808,53667.46731,0
1007021040454,16.30,0.07,59.21513,-6.52814,53673.37251,0
1007021040454,16.28,0.07,59.21514,-6.52819,53673.37901,0
1007021040454,16.29,0.07,59.21513,-6.52818,53673.38555,0
1007021040454,16.31,0.07,59.21514,-6.52813,53673.39207,0
1007021040454,16.34,0.07,59.21510,-6.52812,53626.40541,0
1007021040454,16.30,0.07,59.21511,-6.52814,53626.41243,0
1007021040454,16.33,0.07,59.21511,-6.52810,53626.41949,0
1007021040454,16.30,0.07,59.21508,-6.52811,53626.42650,0
1007021040454,16.38,0.07,59.21509,-6.52814,54085.18721,0
1007021040454,16.30,0.07,59.21510,-6.52820,54085.19717,0
1007021040454,16.29,0.07,59.21505,-6.52815,54085.20712,0
1007021040454,16.34,0.07,59.21509,-6.52818,54085.21707,0
1007021040454,16.30,0.07,59.21513,-6.52811,54091.24240,0
1007021040454,16.35,0.07,59.21511,-6.52811,54091.25060,0
1007021040454,16.34,0.07,59.21512,-6.52816,54091.25878,0
1007021040454,16.30,0.07,59.21518,-6.52812,54091.26696,0
1007021040454,16.31,0.07,59.21512,-6.52814,53741.21007,0
1007021040454,16.34,0.07,59.21507,-6.52808,53741.21705,0
1007021040454,16.25,0.07,59.21512,-6.52816,53741.22405,0
1007021040454,16.33,0.07,59.21512,-6.52813,53741.23101,0
1007021040454,16.26,0.07,59.21512,-6.52818,53764.13209,0
1007021040454,16.28,0.07,59.21511,-6.52813,53764.14107,0
1007021040454,16.30,0.07,59.21511,-6.52815,53766.14416,0
1007021040454,16.32,0.07,59.21515,-6.52813,53766.15110,0
1007021040454,16.35,0.07,59.21512,-6.52810,53766.15803,0
1007021040454,16.32,0.07,59.21515,-6.52808,53766.16497,0
1007021040454,16.33,0.07,59.21514,-6.52816,54056.33387,0
1007021040454,16.28,0.07,59.21515,-6.52816,54056.34033,0
1007021040454,16.32,0.07,59.21511,-6.52816,54056.34680,0
1007021040454,16.31,0.07,59.21509,-6.52812,54056.35328,0
1007021040454,16.33,0.07,59.21511,-6.52815,54062.28885,0
1007021040454,16.33,0.07,59.21518,-6.52813,54062.29635,0
1007021040454,16.32,0.07,59.21512,-6.52813,54062.30392,0
1007021040454,16.30,0.07,59.21514,-6.52813,54062.31142,0
1007021040454,16.32,0.07,59.21511,-6.52817,54011.46023,0
1007021040454,16.32,0.07,59.21519,-6.52813,54011.46668,0
1007021040454,16.33,0.07,59.21513,-6.52811,54011.47312,0
1007021040454,16.29,0.07,59.21519,-6.52807,54011.47958,0
1007021040454,16.31,0.07,59.21514,-6.52816,54028.32305,0
1007021040454,16.32,0.07,59.21513,-6.52807,54028.33316,0
1007021040454,16.33,0.07,59.21511,-6.52816,54028.34326,0
1007021040454,16.30,0.07,59.21516,-6.52815,54028.35335,0
1007021040454,16.33,0.07,59.21512,-6.52815,54029.40618,0
1007021040454,16.26,0.07,59.21511,-6.52817,54029.41738,0
1007021040454,16.34,0.07,59.21510,-6.52812,54029.42857,0
1007021040454,16.28,0.07,59.21510,-6.52815,54029.43988,0
1007021040454,16.36,0.07,59.21515,-6.52817,53999.45743,0
1007021040454,16.32,0.07,59.21515,-6.52812,53999.46278,0
1007021040454,16.30,0.07,59.21516,-6.52816,53999.46810,0
1007021040454,16.31,0.07,59.21514,-6.52811,53999.47342,0
1007021040454,16.32,0.07,59.21510,-6.52811,54006.42793,0
1007021040454,16.34,0.07,59.21514,-6.52815,54006.43437,0
1007021040454,16.30,0.07,59.21513,-6.52817,54006.44080,0
1007021040454,16.31,0.07,59.21508,-6.52816,54006.44722,0
1007021040454,16.33,0.07,59.21512,-6.52811,54440.20914,0
1007021040454,16.32,0.07,59.21512,-6.52813,54440.21666,0
1007021040454,16.33,0.07,59.21515,-6.52816,54440.22420,0
1007021040454,16.34,0.07,59.21511,-6.52810,54440.23170,0
1007021040454,16.33,0.07,59.21522,-6.52814,54174.10738,0
1007021040454,16.31,0.07,59.21517,-6.52812,54174.11222,0
1007021040454,16.31,0.07,59.21517,-6.52813,54174.11705,0
1007021040454,16.28,0.07,59.21516,-6.52817,54174.12187,0
1007021040454,16.28,0.07,59.21512,-6.52811,54407.39388,0
1007021040454,16.30,0.07,59.21510,-6.52816,54407.40043,0
1007021040454,16.28,0.07,59.21515,-6.52817,54407.40697,0
1007021040454,16.28,0.07,59.21520,-6.52817,54407.41352,0
1007021040454,16.32,0.07,59.21513,-6.52816,54415.31256,0
1007021040454,16.33,0.07,59.21516,-6.52814,54415.32193,0
1007021040454,16.32,0.07,59.21513,-6.52812,54415.33017,0
1007021040454,16.31,0.07,59.21517,-6.52818,54415.33837,0
1007021040454,16.29,0.07,59.21513,-6.52818,54422.26674,0
1007021040454,16.31,0.07,59.21511,-6.52816,54422.27650,0
1007021040454,16.34,0.07,59.21518,-6.52812,54422.28626,0
1007021040454,16.31,0.07,59.21513,-6.52812,54422.29606,0
1007021040454,16.29,0.07,59.21513,-6.52809,54384.38107,0
1007021040454,16.31,0.07,59.21518,-6.52819,54390.34760,0
1007021040454,16.28,0.07,59.21514,-6.52818,54390.35488,0
1007021040454,16.31,0.07,59.21505,-6.52815,54390.36214,0
1007021040454,16.34,0.07,59.21511,-6.52811,54390.36945,0
1007021040454,16.28,0.07,59.21515,-6.52809,54348.48291,0
1007021040454,16.32,0.07,59.21522,-6.52809,54348.48898,0
1007021040454,16.30,0.07,59.21520,-6.52814,54348.49496,0
1007021040454,16.39,0.07,59.21515,-6.52804,54348.50092,0
1007021040454,16.29,0.07,59.21512,-6.52815,54357.44492,0
1007021040454,16.29,0.07,59.21508,-6.52813,54357.45261,0
1007021040454,16.30,0.07,59.21520,-6.52814,54357.46027,0
1007021040454,16.30,0.07,59.21506,-6.52811,54357.46795,0
1007021040454,16.32,0.07,59.21511,-6.52820,54802.25782,0
1007021040454,16.33,0.07,59.21515,-6.52811,54802.26440,0
1007021040454,16.29,0.07,59.21516,-6.52814,54802.27116,0
1007021040454,16.28,0.07,59.21515,-6.52811,54802.27781,0
1007021040454,16.29,0.07,59.21511,-6.52815,54829.19179,0
1007021040454,16.31,0.07,59.21513,-6.52816,54829.19904,0
1007021040454,16.33,0.07,59.21510,-6.52816,54829.20629,0
1007021040454,16.33,0.07,59.21514,-6.52811,54829.21347,0
1007021040454,16.35,0.07,59.21516,-6.52816,54504.14384,0
1007021040454,16.30,0.07,59.21519,-6.52818,54504.15030,0
1007021040454,16.36,0.07,59.21518,-6.52808,54504.15678,0
1007021040454,16.37,0.07,59.21515,-6.52814,54504.16325,0
1007021040454,16.27,0.07,59.21510,-6.52807,54466.25782,0
1007021040454,16.35,0.07,59.21514,-6.52815,54466.26486,0
1007021040454,16.32,0.07,59.21518,-6.52812,54466.27190,0
1007021040454,16.23,0.07,59.21518,-6.52816,54466.27892,0
1007021040454,16.27,0.07,59.21515,-6.52810,54478.14084,0
1007021040454,16.25,0.08,59.21504,-6.52804,54478.14405,0
1007021040454,16.29,0.08,59.21505,-6.52801,54478.14726,0
1007021040454,16.37,0.08,59.21514,-6.52804,54478.15047,0
1007021040454,16.22,0.07,59.21511,-6.52817,54527.10267,0
1007021040454,16.33,0.07,59.21509,-6.52829,54527.10972,0
1007021040454,16.32,0.07,59.21516,-6.52811,54527.11677,0
1007021040454,16.31,0.07,59.21510,-6.52815,54527.12378,0
1007021040454,16.21,0.08,59.21526,-6.52810,54538.10545,0
1007021040454,16.38,0.08,59.21521,-6.52807,54538.10862,0
1007021040454,16.32,0.08,59.21513,-6.52811,54538.11181,0
1007021040454,16.23,0.08,59.21509,-6.52821,54538.11499,0
1007021040454,16.28,0.07,59.21512,-6.52819,54772.36149,0
1007021040454,16.26,0.07,59.21511,-6.52815,54772.36881,0
1007021040454,16.27,0.07,59.21516,-6.52814,54772.37616,0
1007021040454,16.26,0.07,59.21512,-6.52821,54772.38352,0
1007021040454,16.25,0.07,59.21513,-6.52819,54790.30925,0
1007021040454,16.31,0.07,59.21512,-6.52815,54790.31645,0
1007021040454,16.32,0.07,59.21517,-6.52813,54790.32374,0
1007021040454,16.30,0.07,59.21515,-6.52812,54790.33101,0
1007021040454,16.32,0.07,59.21512,-6.52808,54740.38398,0
1007021040454,16.30,0.07,59.21515,-6.52824,54740.39216,0
1007021040454,16.32,0.07,59.21516,-6.52806,54740.40036,0
1007021040454,16.30,0.07,59.21517,-6.52813,54740.40849,0
1007021040454,16.28,0.07,59.21516,-6.52812,54748.40094,0
1007021040454,16.31,0.07,59.21520,-6.52812,54748.40811,0
1007021040454,16.33,0.07,59.21516,-6.52818,54748.41527,0
1007021040454,16.31,0.07,59.21517,-6.52810,54748.42246,0
1007021040454,16.34,0.07,59.21518,-6.52821,54765.40695,0
1007021040454,16.33,0.07,59.21519,-6.52815,54765.41554,0
1007021040454,16.34,0.07,59.21516,-6.52809,54765.42416,0
1007021040454,16.37,0.07,59.21525,-6.52818,54765.43277,0
1007021040454,16.31,0.07,59.21517,-6.52811,54736.44421,0
1007021040454,16.32,0.07,59.21515,-6.52815,54736.45127,0
1007021040454,16.29,0.07,59.21517,-6.52818,54736.45837,0
1007021040454,16.48,0.08,59.21517,-6.52805,54736.46556,0
1007021040454,16.30,0.07,59.21515,-6.52813,55182.19946,0
1007021040454,16.27,0.07,59.21514,-6.52816,55182.20405,0
1007021040454,16.29,0.07,59.21511,-6.52821,55182.20863,0
1007021040454,16.31,0.07,59.21521,-6.52810,55182.21324,0
1007021040454,16.29,0.07,59.21515,-6.52819,54851.18253,0
1007021040454,16.29,0.07,59.21514,-6.52815,54851.18992,0
